text,canonical_form_1,category_1,severity_rating,severity_description
jim crow,jim crow,racial / ethnic slurs,1.4,Mild
superinjection,superinjection,no insult,0.0,None
asphaltite,asphaltite,no insult,0.0,None
sissy,sissy,sexual orientation / gender,1.0,Mild
dismarble,dismarble,no insult,0.0,None
accedes,accedes,no insult,0.0,None
ginnel,ginnel,no insult,0.0,None
shillingless,shillingless,no insult,0.0,None
Beltane,Beltane,no insult,0.0,None
bacchius,bacchius,no insult,0.0,None
phucc,fuck,sexual anatomy / sexual acts,2.0,Strong
unself-sufficient,unself-sufficient,no insult,0.0,None
puss,pussy,sexual anatomy / sexual acts,1.4,Mild
overquell,overquell,no insult,0.0,None
och,och,no insult,0.0,None
trouser snake,trouser snake,sexual anatomy / sexual acts,1.0,Mild
Wahkiacus,Wahkiacus,no insult,0.0,None
Cassegrainian,Cassegrainian,no insult,0.0,None
revests,revests,no insult,0.0,None
mfukker,motherfucker,sexual anatomy / sexual acts,2.8,Severe
volatilizable,volatilizable,no insult,0.0,None
jouissance,jouissance,no insult,0.0,None
pedobears,pedophile,other / general insult,2.2,Strong
Matagorda,Matagorda,no insult,0.0,None
practicalism,practicalism,no insult,0.0,None
outgoer,outgoer,no insult,0.0,None
umiaqs,umiaqs,no insult,0.0,None
Himerus,Himerus,no insult,0.0,None
Nitzschia,Nitzschia,no insult,0.0,None
noninjurious,noninjurious,no insult,0.0,None
banners,banners,no insult,0.0,None
lardizabalaceous,lardizabalaceous,no insult,0.0,None
mothafucking,motherfucker,sexual anatomy / sexual acts,3.0,Severe
haemorrhage,haemorrhage,no insult,0.0,None
towelhead,towelhead,racial / ethnic slurs,3.0,Severe
overmilk,overmilk,no insult,0.0,None
Moville,Moville,no insult,0.0,None
xero-,xero-,no insult,0.0,None
multivarious,multivarious,no insult,0.0,None
linins,linins,no insult,0.0,None
Marcie,Marcie,no insult,0.0,None
welshing,welshing,no insult,0.0,None
undemocratically,undemocratically,no insult,0.0,None
shitties,shit,bodily fluids / excrement,1.0,Mild
goldbrickers,goldbrickers,no insult,0.0,None
subtrude,subtrude,no insult,0.0,None
bitchness,bitch,sexual orientation / gender,1.6,Strong
ch1nk,chink,racial / ethnic slurs,3.0,Severe
sh1tdick,shit,sexual anatomy / sexual acts,2.4,Strong
froggy,froggy,no insult,0.0,None
patriarchy,patriarchy,no insult,0.0,None
frowsts,frowsts,no insult,0.0,None
jailba!t,jailbait,physical attributes,1.6,Strong
unessentially,unessentially,no insult,0.0,None
fucs,fuck,sexual anatomy / sexual acts,2.4,Strong
monoplast,monoplast,no insult,0.0,None
half-shrubby,half-shrubby,no insult,0.0,None
verdelho,verdelho,no insult,0.0,None
irrationalized,irrationalized,no insult,0.0,None
intimas,intimas,no insult,0.0,None
Englerophoenix,Englerophoenix,no insult,0.0,None
pull the pud,pull the pud,sexual anatomy / sexual acts,1.2,Mild
meccas,meccas,no insult,0.0,None
pusses,pussy,sexual anatomy / sexual acts,1.4,Mild
shitehead,shit,bodily fluids / excrement,1.8,Strong
pyromantic,pyromantic,no insult,0.0,None
beauty-loving,beauty-loving,no insult,0.0,None
anthemion,anthemion,no insult,0.0,None
tossing salad,tossing salad,sexual anatomy / sexual acts,1.8,Strong
gurly,gurly,no insult,0.0,None
faggot nob jokeys,faggot,sexual anatomy / sexual acts,3.0,Severe
outdare,outdare,no insult,0.0,None
fking,fuck,sexual anatomy / sexual acts,2.2,Strong
goddamned,damn,religious offense,1.8,Strong
scudder,scudder,no insult,0.0,None
culls,culls,no insult,0.0,None
dipshits,shit,bodily fluids / excrement,1.6,Strong
forepaws,forepaws,no insult,0.0,None
senator's,senator's,no insult,0.0,None
goddamn son of a bitch,damn,religious offense,2.2,Strong
s_h_i_,shit,bodily fluids / excrement,1.2,Mild
Collier,Collier,no insult,0.0,None
chink,chink,racial / ethnic slurs,3.0,Severe
quia-quia,quia-quia,no insult,0.0,None
outman,outman,no insult,0.0,None
Tisiphone,Tisiphone,no insult,0.0,None
fuk,fuck,sexual anatomy / sexual acts,2.0,Strong
proof-proof,proof-proof,no insult,0.0,None
cement-temper,cement-temper,no insult,0.0,None
jambing,jambing,no insult,0.0,None
bitchass,bitch,sexual orientation / gender,1.6,Strong
sixteens,sixteens,no insult,0.0,None
bung hole,bung,sexual anatomy / sexual acts,1.0,Mild
Shan,Shan,no insult,0.0,None
n1g3rz,nigger,racial / ethnic slurs,3.0,Severe
butt fucker,fuck,sexual anatomy / sexual acts,3.0,Severe
reassumption,reassumption,no insult,0.0,None
dog fucker,fuck,sexual anatomy / sexual acts,3.0,Severe
terzio,terzio,no insult,0.0,None
biogenesist,biogenesist,no insult,0.0,None
f@cker bunny,fuck,sexual anatomy / sexual acts,2.2,Strong
slave-drive,slave-drive,no insult,0.0,None
gibstaff,gibstaff,no insult,0.0,None
getable,getable,no insult,0.0,None
somnambule,somnambule,no insult,0.0,None
surgerize,surgerize,no insult,0.0,None
Southwest,Southwest,no insult,0.0,None
untranquil,untranquil,no insult,0.0,None
f@gging,faggot,sexual orientation / gender,2.8,Severe
stfu,fuck,sexual anatomy / sexual acts,1.8,Strong
fucking retard,fuck,sexual anatomy / sexual acts,3.0,Severe
canalise,canalise,no insult,0.0,None
orbiculately,orbiculately,no insult,0.0,None
tosser,tosser,other / general insult,1.2,Mild
phukshit,fuck,sexual anatomy / sexual acts,2.2,Strong
dumasses,ass,sexual anatomy / sexual acts,1.0,Mild
trashbitches,bitch,sexual orientation / gender,1.4,Mild
redecided,redecided,no insult,0.0,None
cock suck,cock,sexual anatomy / sexual acts,1.8,Strong
quinquecapsular,quinquecapsular,no insult,0.0,None
DChE,DChE,no insult,0.0,None
Suwanee,Suwanee,no insult,0.0,None
alipeds,alipeds,no insult,0.0,None
clashing,clashing,no insult,0.0,None
autohemolysin,autohemolysin,no insult,0.0,None
curriculums,curriculums,no insult,0.0,None
myoplastic,myoplastic,no insult,0.0,None
fucking me,fuck,sexual anatomy / sexual acts,2.2,Strong
leptochlorite,leptochlorite,no insult,0.0,None
mof0s,motherfucker,other / general insult,2.6,Severe
nigg@hs,nigger,racial / ethnic slurs,2.8,Severe
mothafuck,motherfucker,sexual anatomy / sexual acts,2.8,Severe
hoe-asses,hoe,sexual orientation / gender,2.2,Strong
capel,capel,no insult,0.0,None
anal hole,anal,sexual anatomy / sexual acts,2.2,Strong
n1ggah,nigger,racial / ethnic slurs,2.8,Severe
unmoldableness,unmoldableness,no insult,0.0,None
packsomefudgefucker,fudge packer,sexual anatomy / sexual acts,2.4,Strong
uncognizable,uncognizable,no insult,0.0,None
tw@t,twat,sexual anatomy / sexual acts,1.8,Strong
bitchin',bitch,other / general insult,1.0,Mild
trasherbitchs,bitch,sexual orientation / gender,1.2,Mild
myths,myths,no insult,0.0,None
railway's,railway's,no insult,0.0,None
invalidly,invalidly,no insult,0.0,None
n1gg@,nigger,racial / ethnic slurs,3.0,Severe
Thad,Thad,no insult,0.0,None
rat-catcher,rat-catcher,no insult,0.0,None
philosophiser,philosophiser,no insult,0.0,None
harems,harems,no insult,0.0,None
nutsack,nutsack,sexual anatomy / sexual acts,1.8,Strong
fuckin,fuck,sexual anatomy / sexual acts,2.0,Strong
chocha,chocha,sexual anatomy / sexual acts,2.4,Strong
pedialgia,pedialgia,no insult,0.0,None
testers,testers,no insult,0.0,None
turnable,turnable,no insult,0.0,None
n1ggazes,nigger,racial / ethnic slurs,3.0,Severe
fcktard,fuck,sexual anatomy / sexual acts,2.8,Severe
twat waffle,twat,sexual anatomy / sexual acts,2.0,Strong
treasuries,treasuries,no insult,0.0,None
eelcatcher,eelcatcher,no insult,0.0,None
pole smoker,pole smoker,sexual anatomy / sexual acts,2.0,Strong
harshness,harshness,no insult,0.0,None
starch-digesting,starch-digesting,no insult,0.0,None
uveas,uveas,no insult,0.0,None
Egyptianised,Egyptianised,no insult,0.0,None
regulating,regulating,no insult,0.0,None
fuck goblin,fuck,sexual anatomy / sexual acts,2.2,Strong
phuqs,fuck,sexual anatomy / sexual acts,1.8,Strong
gobshite,shit,bodily fluids / excrement,1.8,Strong
Brython,Brython,no insult,0.0,None
genarchaship,genarchaship,no insult,0.0,None
tubules,tubules,no insult,0.0,None
Czecho-Slovak,Czecho-Slovak,no insult,0.0,None
pericranium,pericranium,no insult,0.0,None
go fuck yourself,fuck,sexual anatomy / sexual acts,2.6,Severe
outweave,outweave,no insult,0.0,None
nonsuppression,nonsuppression,no insult,0.0,None
ANZUS,ANZUS,no insult,0.0,None
arch-,arch-,no insult,0.0,None
maximumly,maximumly,no insult,0.0,None
unwist,unwist,no insult,0.0,None
abjuratory,abjuratory,no insult,0.0,None
packingfudgefucking,fudge packer,sexual anatomy / sexual acts,2.4,Strong
cichloid,cichloid,no insult,0.0,None
darktard,retard,racial / ethnic slurs,3.0,Severe
Romance,Romance,no insult,0.0,None
pretest,pretest,no insult,0.0,None
crooklegged,crooklegged,no insult,0.0,None
outdates,outdates,no insult,0.0,None
jutelike,jutelike,no insult,0.0,None
holoptychian,holoptychian,no insult,0.0,None
dumb@ss,ass,sexual anatomy / sexual acts,1.2,Mild
tarsometatarsal,tarsometatarsal,no insult,0.0,None
hands-off,hands-off,no insult,0.0,None
nonpervertedly,nonpervertedly,no insult,0.0,None
pitcherlike,pitcherlike,no insult,0.0,None
feck arse,arse,sexual anatomy / sexual acts,2.2,Strong
shoepac,shoepac,no insult,0.0,None
nigga,nigger,racial / ethnic slurs,2.8,Severe
elmy,elmy,no insult,0.0,None
fick,fuck,sexual anatomy / sexual acts,1.6,Strong
adoulie,adoulie,no insult,0.0,None
willy-whacker,willy-whacker,sexual anatomy / sexual acts,1.8,Strong
Grimaldi,Grimaldi,no insult,0.0,None
sh1theads,shit,bodily fluids / excrement,2.0,Strong
encarnadine,encarnadine,no insult,0.0,None
steam-cleaned,steam-cleaned,no insult,0.0,None
Anglo-saxonic,Anglo-saxonic,no insult,0.0,None
cock-face,cock,sexual anatomy / sexual acts,2.2,Strong
peract,peract,no insult,0.0,None
jubartas,jubartas,no insult,0.0,None
first-day,first-day,no insult,0.0,None
wowserdom,wowserdom,no insult,0.0,None
similarily,similarily,no insult,0.0,None
thirstless,thirstless,no insult,0.0,None
enthrallments,enthrallments,no insult,0.0,None
subabsolute,subabsolute,no insult,0.0,None
andia,andia,no insult,0.0,None
cockboy,cock,sexual anatomy / sexual acts,2.4,Strong
revisee,revisee,no insult,0.0,None
Manitou,Manitou,no insult,0.0,None
embanked,embanked,no insult,0.0,None
outpreach,outpreach,no insult,0.0,None
fossilify,fossilify,no insult,0.0,None
fluviology,fluviology,no insult,0.0,None
plumicorn,plumicorn,no insult,0.0,None
well-refereed,well-refereed,no insult,0.0,None
Diapsida,Diapsida,no insult,0.0,None
androphorum,androphorum,no insult,0.0,None
beat my meat,meat,sexual anatomy / sexual acts,1.2,Mild
acroamatic,acroamatic,no insult,0.0,None
untongue-tied,untongue-tied,no insult,0.0,None
wordstar,wordstar,no insult,0.0,None
Whiting,Whiting,no insult,0.0,None
negr0,negro,racial / ethnic slurs,2.8,Severe
nyanza,nyanza,no insult,0.0,None
Fayumic,Fayumic,no insult,0.0,None
Steddman,Steddman,no insult,0.0,None
hitch-hiker,hitch-hiker,no insult,0.0,None
sulks,sulks,no insult,0.0,None
flamers,flamer,sexual orientation / gender,2.8,Severe
ischial,ischial,no insult,0.0,None
shylock,shylock,racial / ethnic slurs,1.6,Strong
shit3,shit,bodily fluids / excrement,1.0,Mild
beat the meat,meat,sexual anatomy / sexual acts,1.4,Mild
f0cked,fuck,sexual anatomy / sexual acts,2.0,Strong
ass fucker,fuck,sexual anatomy / sexual acts,2.6,Severe
topicality,topicality,no insult,0.0,None
cylindroconoidal,cylindroconoidal,no insult,0.0,None
basiparaplastin,basiparaplastin,no insult,0.0,None
butt-fuckers,fuck,sexual anatomy / sexual acts,2.8,Severe
dickslapper,dick,sexual anatomy / sexual acts,1.8,Strong
amounters,amounters,no insult,0.0,None
pedipalpal,pedipalpal,no insult,0.0,None
wimberry,wimberry,no insult,0.0,None
evolvulus,evolvulus,no insult,0.0,None
impressible,impressible,no insult,0.0,None
useless fucker,fuck,sexual anatomy / sexual acts,2.6,Severe
shit-bandit,shit,bodily fluids / excrement,1.6,Strong
motherfckshit,motherfucker,sexual anatomy / sexual acts,2.8,Severe
processability,processability,no insult,0.0,None
b1tchin,bitch,other / general insult,1.2,Mild
sardinians,sardinians,no insult,0.0,None
orderer,orderer,no insult,0.0,None
wigger,nigger,racial / ethnic slurs,2.6,Severe
5kank,skank,sexual orientation / gender,2.0,Strong
cocksucking mothafuckers,motherfucker,sexual anatomy / sexual acts,3.0,Severe
crotchy,crotchy,no insult,0.0,None
what the fuck,fuck,other / general insult,2.2,Strong
ladyb0y,ladyboy,sexual orientation / gender,2.4,Strong
goddamn,damn,religious offense,1.6,Strong
startlish,startlish,no insult,0.0,None
wanking,wank,sexual anatomy / sexual acts,1.0,Mild
selvagee,selvagee,no insult,0.0,None
gladius,gladius,no insult,0.0,None
ebonised,ebonised,no insult,0.0,None
bleachyard,bleachyard,no insult,0.0,None
oophorectomizing,oophorectomizing,no insult,0.0,None
genipapada,genipapada,no insult,0.0,None
scones,scones,no insult,0.0,None
muthafuckkers,motherfucker,sexual anatomy / sexual acts,2.8,Severe
photoscopy,photoscopy,no insult,0.0,None
crows,crow,sexual orientation / gender,1.4,Mild
shit licker,shit,bodily fluids / excrement,2.0,Strong
allargando,allargando,no insult,0.0,None
bocking,bocking,no insult,0.0,None
sickbay,sickbay,no insult,0.0,None
yellow-tinging,yellow-tinging,no insult,0.0,None
illuviating,illuviating,no insult,0.0,None
melanosarcoma,melanosarcoma,no insult,0.0,None
well-brooked,well-brooked,no insult,0.0,None
ann.,ann.,no insult,0.0,None
perfectest,perfectest,no insult,0.0,None
m0ngoloid,mongoloid,racial / ethnic slurs,2.2,Strong
beledgered,beledgered,no insult,0.0,None
nympho,nymph,sexual anatomy / sexual acts,1.0,Mild
muhfucking,motherfucker,sexual anatomy / sexual acts,2.4,Strong
spicshit,spic,bodily fluids / excrement,3.0,Severe
pigfucker,fuck,sexual anatomy / sexual acts,2.6,Severe
voluptuate,voluptuate,no insult,0.0,None
masticurous,masticurous,no insult,0.0,None
gong,gong,no insult,0.0,None
Roxane,Roxane,no insult,0.0,None
clerestories,clerestories,no insult,0.0,None
Pombal,Pombal,no insult,0.0,None
bushidos,bushidos,no insult,0.0,None
tarsoplasty,tarsoplasty,no insult,0.0,None
dead,dead,no insult,0.0,None
fugged,fuck,sexual anatomy / sexual acts,1.8,Strong
ninth-known,ninth-known,no insult,0.0,None
quadripulmonary,quadripulmonary,no insult,0.0,None
treemaking,treemaking,no insult,0.0,None
kinura,kinura,no insult,0.0,None
niglet,nigger,racial / ethnic slurs,3.0,Severe
jimson-weed,jimson-weed,no insult,0.0,None
Tuileries,Tuileries,no insult,0.0,None
taking the piss,taking the piss,bodily fluids / excrement,1.0,Mild
rillette,rillette,no insult,0.0,None
puzzies,pussy,sexual anatomy / sexual acts,1.4,Mild
fortifications,fortifications,no insult,0.0,None
burglar's,burglar's,no insult,0.0,None
ape shite,ape,bodily fluids / excrement,1.6,Strong
coalescing,coalescing,no insult,0.0,None
systemist,systemist,no insult,0.0,None
Hardesty,Hardesty,no insult,0.0,None
RDF,RDF,no insult,0.0,None
assfk,ass,sexual anatomy / sexual acts,2.2,Strong
cockgobbler,cock,sexual anatomy / sexual acts,1.8,Strong
Dekker,Dekker,no insult,0.0,None
go to hell,hell,other / general insult,1.0,Mild
melonlike,melonlike,no insult,0.0,None
analingus,anal,sexual anatomy / sexual acts,1.6,Strong
apophysary,apophysary,no insult,0.0,None
eliquated,eliquated,no insult,0.0,None
see-bright,see-bright,no insult,0.0,None
ogler,ogler,no insult,0.0,None
choad nectar,choad,bodily fluids / excrement,2.0,Strong
lapdog,lapdog,no insult,0.0,None
fucker,fuck,sexual anatomy / sexual acts,2.2,Strong
penisfucker,fuck,sexual anatomy / sexual acts,3.0,Severe
electrographic,electrographic,no insult,0.0,None
swine,swine,animal references,1.0,Mild
assfvck3r,fuck,sexual anatomy / sexual acts,3.0,Severe
altarpieces,altarpieces,no insult,0.0,None
sperate,sperate,no insult,0.0,None
breechless,breechless,no insult,0.0,None
f@ck,fuck,sexual anatomy / sexual acts,1.6,Strong
defial,defial,no insult,0.0,None
predict,predict,no insult,0.0,None
Pan-pacific,Pan-pacific,no insult,0.0,None
fuckasses,fuck,sexual anatomy / sexual acts,2.4,Strong
Kallman,Kallman,no insult,0.0,None
hatress,hatress,no insult,0.0,None
readjudicate,readjudicate,no insult,0.0,None
piss off fuckhead,fuck,sexual anatomy / sexual acts,3.0,Severe
motherfucker,motherfucker,sexual anatomy / sexual acts,3.0,Severe
s.o.b.,bitch,other / general insult,1.2,Mild
Havard,Havard,no insult,0.0,None
unchallenging,unchallenging,no insult,0.0,None
p3nisfvckers,penis,sexual anatomy / sexual acts,2.8,Severe
get fucked,fuck,sexual anatomy / sexual acts,2.4,Strong
nonpreferably,nonpreferably,no insult,0.0,None
arb,arb,no insult,0.0,None
dickjockies,dick,sexual anatomy / sexual acts,2.2,Strong
apomixis,apomixis,no insult,0.0,None
gook,gook,racial / ethnic slurs,2.8,Severe
pissoff,piss,bodily fluids / excrement,1.2,Mild
b！tch,bitch,sexual orientation / gender,1.4,Mild
moderniser,moderniser,no insult,0.0,None
porch monkey,porch monkey,racial / ethnic slurs,3.0,Severe
unequalness,unequalness,no insult,0.0,None
preterperfect,preterperfect,no insult,0.0,None
xerophile,xerophile,no insult,0.0,None
wh0r3,whore,sexual orientation / gender,2.0,Strong
fuckk,fuck,sexual anatomy / sexual acts,2.2,Strong
bines,bines,no insult,0.0,None
enneadic,enneadic,no insult,0.0,None
betire,betire,no insult,0.0,None
undisinterested,undisinterested,no insult,0.0,None
bowie-knife,bowie-knife,no insult,0.0,None
Drumright,Drumright,no insult,0.0,None
Bingham,Bingham,no insult,0.0,None
filionymic,filionymic,no insult,0.0,None
intentionless,intentionless,no insult,0.0,None
hemilethargy,hemilethargy,no insult,0.0,None
pastoraling,pastoraling,no insult,0.0,None
Apodis,Apodis,no insult,0.0,None
Decorah,Decorah,no insult,0.0,None
w4nk3r,wank,sexual anatomy / sexual acts,1.6,Strong
nonagenaries,nonagenaries,no insult,0.0,None
cumslut,cum,bodily fluids / excrement,2.8,Severe
spics,spic,racial / ethnic slurs,2.8,Severe
autobiographal,autobiographal,no insult,0.0,None
rainbands,rainbands,no insult,0.0,None
mf'ers,motherfucker,sexual anatomy / sexual acts,2.6,Severe
nightingalize,nightingalize,no insult,0.0,None
desulphuration,desulphuration,no insult,0.0,None
nicka,nigger,racial / ethnic slurs,2.6,Severe
feinschmecker,feinschmecker,no insult,0.0,None
accounted,accounted,no insult,0.0,None
hydraul,hydraul,no insult,0.0,None
reinventor,reinventor,no insult,0.0,None
wretched-looking,wretched-looking,no insult,0.0,None
appmt,appmt,no insult,0.0,None
extravillar,extravillar,no insult,0.0,None
pussywhipped,pussy,sexual anatomy / sexual acts,1.8,Strong
prince-teacher,prince-teacher,no insult,0.0,None
escheatable,escheatable,no insult,0.0,None
unbeguiling,unbeguiling,no insult,0.0,None
niggers,nigger,racial / ethnic slurs,3.0,Severe
bioengineering,bioengineering,no insult,0.0,None
hoe,hoe,sexual orientation / gender,2.0,Strong
m0thafucker,motherfucker,sexual anatomy / sexual acts,3.0,Severe
Cadwal,Cadwal,no insult,0.0,None
Yahwistic,Yahwistic,no insult,0.0,None
comptroller,comptroller,no insult,0.0,None
soupcon,soupcon,no insult,0.0,None
nonincestuously,nonincestuously,no insult,0.0,None
lanthorns,lanthorns,no insult,0.0,None
ladyb0i,ladyboy,sexual orientation / gender,2.2,Strong
assholes,ass,sexual anatomy / sexual acts,1.6,Strong
homoanisaldehyde,homoanisaldehyde,no insult,0.0,None
